user_id,distance,duration,date,name,age,city,subscription_type,minute_price,start_ride_price,subscription_fee
3,2727.0,20.0,2021-07-04,Алексей,20,Москва,ultra,6,0,199
3,2856.0,21.0,2021-07-07,Алексей,20,Москва,ultra,6,0,199
3,5335.0,26.0,2021-07-14,Алексей,20,Москва,ultra,6,0,199
3,2891.0,23.0,2021-09-04,Алексей,20,Москва,ultra,6,0,199
3,2593.0,13.0,2021-12-14,Алексей,20,Москва,ultra,6,0,199
4,2905.0,28.0,2021-02-10,Константин,26,Ростов-на-Дону,ultra,6,0,199
4,3434.0,21.0,2021-02-16,Константин,26,Ростов-на-Дону,ultra,6,0,199
4,3312.0,23.0,2021-06-06,Константин,26,Ростов-на-Дону,ultra,6,0,199
4,3440.0,22.0,2021-06-27,Константин,26,Ростов-на-Дону,ultra,6,0,199
4,3718.0,17.0,2021-07-04,Константин,26,Ростов-на-Дону,ultra,6,0,199
4,2563.0,16.0,2021-07-06,Константин,26,Ростов-на-Дону,ultra,6,0,199
4,4208.0,23.0,2021-07-17,Константин,26,Ростов-на-Дону,ultra,6,0,199
4,4649.0,36.0,2021-08-14,Константин,26,Ростов-на-Дону,ultra,6,0,199
4,2333.0,17.0,2021-10-08,Константин,26,Ростов-на-Дону,ultra,6,0,199
4,3893.0,22.0,2021-10-24,Константин,26,Ростов-на-Дону,ultra,6,0,199
4,3933.0,15.0,2021-10-27,Константин,26,Ростов-на-Дону,ultra,6,0,199
4,3100.0,25.0,2021-10-30,Константин,26,Ростов-на-Дону,ultra,6,0,199
4,724.0,12.0,2021-11-14,Константин,26,Ростов-на-Дону,ultra,6,0,199
4,2618.0,16.0,2021-11-25,Константин,26,Ростов-на-Дону,ultra,6,0,199
5,3914.0,13.0,2021-01-18,Адель,28,Омск,ultra,6,0,199
5,2561.0,12.0,2021-02-24,Адель,28,Омск,ultra,6,0,199
5,3380.0,15.0,2021-03-01,Адель,28,Омск,ultra,6,0,199
5,4194.0,22.0,2021-03-13,Адель,28,Омск,ultra,6,0,199
5,3058.0,20.0,2021-03-25,Адель,28,Омск,ultra,6,0,199
5,3373.0,15.0,2021-04-24,Адель,28,Омск,ultra,6,0,199
5,2579.0,18.0,2021-05-08,Адель,28,Омск,ultra,6,0,199
5,3244.0,15.0,2021-05-30,Адель,28,Омск,ultra,6,0,199
5,3311.0,12.0,2021-07-24,Адель,28,Омск,ultra,6,0,199
5,2720.0,18.0,2021-08-10,Адель,28,Омск,ultra,6,0,199
5,3218.0,20.0,2021-10-07,Адель,28,Омск,ultra,6,0,199
6,3961.0,28.0,2021-02-25,Регина,25,Краснодар,ultra,6,0,199
6,3462.0,20.0,2021-05-04,Регина,25,Краснодар,ultra,6,0,199
6,3097.0,18.0,2021-05-14,Регина,25,Краснодар,ultra,6,0,199
6,4453.0,34.0,2021-05-17,Регина,25,Краснодар,ultra,6,0,199
6,3142.0,17.0,2021-08-15,Регина,25,Краснодар,ultra,6,0,199
6,3346.0,20.0,2021-09-27,Регина,25,Краснодар,ultra,6,0,199
6,2350.0,11.0,2021-10-08,Регина,25,Краснодар,ultra,6,0,199
6,3339.0,17.0,2021-11-18,Регина,25,Краснодар,ultra,6,0,199
6,4281.0,21.0,2021-12-07,Регина,25,Краснодар,ultra,6,0,199
6,2643.0,23.0,2021-12-08,Регина,25,Краснодар,ultra,6,0,199
7,3015.0,17.0,2021-01-10,Игорь,23,Омск,ultra,6,0,199
7,3462.0,11.0,2021-01-20,Игорь,23,Омск,ultra,6,0,199
7,3679.0,21.0,2021-03-07,Игорь,23,Омск,ultra,6,0,199
7,1609.0,14.0,2021-04-09,Игорь,23,Омск,ultra,6,0,199
7,3279.0,24.0,2021-04-28,Игорь,23,Омск,ultra,6,0,199
7,2971.0,15.0,2021-05-10,Игорь,23,Омск,ultra,6,0,199
7,2508.0,19.0,2021-06-16,Игорь,23,Омск,ultra,6,0,199
7,3187.0,24.0,2021-07-14,Игорь,23,Омск,ultra,6,0,199
7,2910.0,11.0,2021-07-18,Игорь,23,Омск,ultra,6,0,199
7,3008.0,15.0,2021-08-15,Игорь,23,Омск,ultra,6,0,199
7,3158.0,13.0,2021-11-05,Игорь,23,Омск,ultra,6,0,199
7,3333.0,15.0,2021-11-08,Игорь,23,Омск,ultra,6,0,199
7,3087.0,17.0,2021-11-11,Игорь,23,Омск,ultra,6,0,199
7,3299.0,22.0,2021-11-24,Игорь,23,Омск,ultra,6,0,199
7,3104.0,17.0,2021-12-19,Игорь,23,Омск,ultra,6,0,199
7,3091.0,13.0,2021-12-27,Игорь,23,Омск,ultra,6,0,199
8,2869.0,19.0,2021-05-07,Юрий,23,Краснодар,ultra,6,0,199
8,3892.0,27.0,2021-06-23,Юрий,23,Краснодар,ultra,6,0,199
8,3451.0,17.0,2021-08-08,Юрий,23,Краснодар,ultra,6,0,199
8,2961.0,15.0,2021-08-19,Юрий,23,Краснодар,ultra,6,0,199
8,2579.0,15.0,2021-12-09,Юрий,23,Краснодар,ultra,6,0,199
9,979.0,18.0,2021-03-08,Ян,21,Пятигорск,ultra,6,0,199
9,4339.0,21.0,2021-03-09,Ян,21,Пятигорск,ultra,6,0,199
9,3958.0,17.0,2021-04-17,Ян,21,Пятигорск,ultra,6,0,199
9,2798.0,17.0,2021-06-30,Ян,21,Пятигорск,ultra,6,0,199
9,2717.0,11.0,2021-08-04,Ян,21,Пятигорск,ultra,6,0,199
9,2536.0,14.0,2021-09-20,Ян,21,Пятигорск,ultra,6,0,199
9,3672.0,13.0,2021-10-30,Ян,21,Пятигорск,ultra,6,0,199
9,2729.0,22.0,2021-12-18,Ян,21,Пятигорск,ultra,6,0,199
10,3202.0,10.0,2021-02-04,Валерий,18,Екатеринбург,ultra,6,0,199
10,680.0,6.0,2021-02-21,Валерий,18,Екатеринбург,ultra,6,0,199
10,3268.0,21.0,2021-03-09,Валерий,18,Екатеринбург,ultra,6,0,199
10,2921.0,22.0,2021-04-03,Валерий,18,Екатеринбург,ultra,6,0,199
10,4188.0,31.0,2021-06-21,Валерий,18,Екатеринбург,ultra,6,0,199
10,3782.0,17.0,2021-07-02,Валерий,18,Екатеринбург,ultra,6,0,199
10,1409.0,16.0,2021-07-02,Валерий,18,Екатеринбург,ultra,6,0,199
10,3929.0,20.0,2021-08-12,Валерий,18,Екатеринбург,ultra,6,0,199
10,3564.0,22.0,2021-11-21,Валерий,18,Екатеринбург,ultra,6,0,199
10,2581.0,13.0,2021-12-25,Валерий,18,Екатеринбург,ultra,6,0,199
11,4207.0,24.0,2021-02-27,Агата,31,Краснодар,ultra,6,0,199
11,2705.0,16.0,2021-09-01,Агата,31,Краснодар,ultra,6,0,199
11,3273.0,20.0,2021-11-06,Агата,31,Краснодар,ultra,6,0,199
11,3596.0,19.0,2021-12-06,Агата,31,Краснодар,ultra,6,0,199
12,3577.0,33.0,2021-01-17,Марк,27,Тюмень,ultra,6,0,199
12,3972.0,28.0,2021-03-13,Марк,27,Тюмень,ultra,6,0,199
12,4245.0,23.0,2021-04-08,Марк,27,Тюмень,ultra,6,0,199
12,2897.0,15.0,2021-04-20,Марк,27,Тюмень,ultra,6,0,199
12,2722.0,20.0,2021-04-25,Марк,27,Тюмень,ultra,6,0,199
12,3392.0,21.0,2021-05-17,Марк,27,Тюмень,ultra,6,0,199
12,2195.0,18.0,2021-05-23,Марк,27,Тюмень,ultra,6,0,199
12,3271.0,21.0,2021-07-11,Марк,27,Тюмень,ultra,6,0,199
12,1236.0,10.0,2021-08-07,Марк,27,Тюмень,ultra,6,0,199
13,4326.0,24.0,2021-01-24,Ева,24,Краснодар,ultra,6,0,199
13,2361.0,18.0,2021-01-27,Ева,24,Краснодар,ultra,6,0,199
13,2809.0,22.0,2021-04-14,Ева,24,Краснодар,ultra,6,0,199
13,4118.0,14.0,2021-08-06,Ева,24,Краснодар,ultra,6,0,199
13,3332.0,28.0,2021-08-24,Ева,24,Краснодар,ultra,6,0,199
13,4478.0,26.0,2021-09-23,Ева,24,Краснодар,ultra,6,0,199
13,2773.0,16.0,2021-09-26,Ева,24,Краснодар,ultra,6,0,199
13,2919.0,18.0,2021-09-27,Ева,24,Краснодар,ultra,6,0,199
13,3115.0,21.0,2021-10-18,Ева,24,Краснодар,ultra,6,0,199
13,4676.0,22.0,2021-10-24,Ева,24,Краснодар,ultra,6,0,199
13,1158.0,8.0,2021-10-26,Ева,24,Краснодар,ultra,6,0,199
13,3034.0,15.0,2021-11-10,Ева,24,Краснодар,ultra,6,0,199
13,4239.0,16.0,2021-11-11,Ева,24,Краснодар,ultra,6,0,199
13,3504.0,23.0,2021-12-23,Ева,24,Краснодар,ultra,6,0,199
14,3669.0,15.0,2021-01-02,Антонина,18,Пятигорск,ultra,6,0,199
14,4030.0,20.0,2021-01-12,Антонина,18,Пятигорск,ultra,6,0,199
14,2277.0,18.0,2021-03-27,Антонина,18,Пятигорск,ultra,6,0,199
14,3194.0,16.0,2021-03-29,Антонина,18,Пятигорск,ultra,6,0,199
14,3269.0,29.0,2021-05-13,Антонина,18,Пятигорск,ultra,6,0,199
14,4544.0,24.0,2021-05-14,Антонина,18,Пятигорск,ultra,6,0,199
14,2821.0,19.0,2021-08-12,Антонина,18,Пятигорск,ultra,6,0,199
15,4187.0,39.0,2021-01-13,Валерия,24,Тюмень,ultra,6,0,199
15,2736.0,15.0,2021-02-13,Валерия,24,Тюмень,ultra,6,0,199
15,2979.0,17.0,2021-02-25,Валерия,24,Тюмень,ultra,6,0,199
15,4504.0,27.0,2021-03-02,Валерия,24,Тюмень,ultra,6,0,199
15,3055.0,25.0,2021-03-23,Валерия,24,Тюмень,ultra,6,0,199
15,3406.0,24.0,2021-03-29,Валерия,24,Тюмень,ultra,6,0,199
15,634.0,16.0,2021-04-05,Валерия,24,Тюмень,ultra,6,0,199
15,2654.0,17.0,2021-07-14,Валерия,24,Тюмень,ultra,6,0,199
15,3632.0,25.0,2021-09-14,Валерия,24,Тюмень,ultra,6,0,199
15,3647.0,22.0,2021-10-04,Валерия,24,Тюмень,ultra,6,0,199
15,671.0,13.0,2021-11-15,Валерия,24,Тюмень,ultra,6,0,199
16,850.0,14.0,2021-02-18,Амалия,27,Краснодар,ultra,6,0,199
16,2669.0,10.0,2021-03-03,Амалия,27,Краснодар,ultra,6,0,199
16,3073.0,26.0,2021-03-06,Амалия,27,Краснодар,ultra,6,0,199
16,4234.0,18.0,2021-04-02,Амалия,27,Краснодар,ultra,6,0,199
16,2967.0,19.0,2021-04-16,Амалия,27,Краснодар,ultra,6,0,199
16,3356.0,26.0,2021-05-28,Амалия,27,Краснодар,ultra,6,0,199
16,2992.0,21.0,2021-06-15,Амалия,27,Краснодар,ultra,6,0,199
16,2722.0,22.0,2021-07-19,Амалия,27,Краснодар,ultra,6,0,199
16,3023.0,12.0,2021-07-27,Амалия,27,Краснодар,ultra,6,0,199
16,2670.0,21.0,2021-09-11,Амалия,27,Краснодар,ultra,6,0,199
16,3476.0,17.0,2021-09-21,Амалия,27,Краснодар,ultra,6,0,199
16,3791.0,22.0,2021-10-27,Амалия,27,Краснодар,ultra,6,0,199
17,2857.0,13.0,2021-05-25,Даниил,29,Москва,ultra,6,0,199
17,3413.0,11.0,2021-06-19,Даниил,29,Москва,ultra,6,0,199
17,3255.0,16.0,2021-06-21,Даниил,29,Москва,ultra,6,0,199
17,3351.0,20.0,2021-09-23,Даниил,29,Москва,ultra,6,0,199
18,3630.0,27.0,2021-03-28,Аделина,24,Сочи,ultra,6,0,199
18,3292.0,20.0,2021-04-02,Аделина,24,Сочи,ultra,6,0,199
18,850.0,7.0,2021-04-09,Аделина,24,Сочи,ultra,6,0,199
18,4731.0,22.0,2021-04-10,Аделина,24,Сочи,ultra,6,0,199
18,3379.0,23.0,2021-05-19,Аделина,24,Сочи,ultra,6,0,199
18,2855.0,16.0,2021-05-28,Аделина,24,Сочи,ultra,6,0,199
18,3124.0,13.0,2021-06-06,Аделина,24,Сочи,ultra,6,0,199
18,2986.0,23.0,2021-08-18,Аделина,24,Сочи,ultra,6,0,199
18,3270.0,19.0,2021-08-31,Аделина,24,Сочи,ultra,6,0,199
18,4506.0,24.0,2021-09-07,Аделина,24,Сочи,ultra,6,0,199
18,2419.0,18.0,2021-09-11,Аделина,24,Сочи,ultra,6,0,199
18,2336.0,19.0,2021-09-17,Аделина,24,Сочи,ultra,6,0,199
18,2918.0,17.0,2021-09-18,Аделина,24,Сочи,ultra,6,0,199
19,2956.0,12.0,2021-04-03,Регина,32,Тюмень,ultra,6,0,199
19,3202.0,25.0,2021-04-21,Регина,32,Тюмень,ultra,6,0,199
19,2779.0,19.0,2021-04-25,Регина,32,Тюмень,ultra,6,0,199
19,4039.0,16.0,2021-04-27,Регина,32,Тюмень,ultra,6,0,199
19,3973.0,24.0,2021-05-18,Регина,32,Тюмень,ultra,6,0,199
19,2332.0,15.0,2021-06-27,Регина,32,Тюмень,ultra,6,0,199
19,1233.0,8.0,2021-08-05,Регина,32,Тюмень,ultra,6,0,199
19,3666.0,33.0,2021-10-16,Регина,32,Тюмень,ultra,6,0,199
19,4445.0,19.0,2021-11-17,Регина,32,Тюмень,ultra,6,0,199
20,3516.0,29.0,2021-01-17,Игорь,23,Омск,ultra,6,0,199
20,3197.0,32.0,2021-05-03,Игорь,23,Омск,ultra,6,0,199
20,2871.0,18.0,2021-07-25,Игорь,23,Омск,ultra,6,0,199
20,4000.0,30.0,2021-09-21,Игорь,23,Омск,ultra,6,0,199
20,1055.0,14.0,2021-12-14,Игорь,23,Омск,ultra,6,0,199
21,518.0,11.0,2021-02-03,Святогор,14,Ростов-на-Дону,ultra,6,0,199
21,2919.0,12.0,2021-02-12,Святогор,14,Ростов-на-Дону,ultra,6,0,199
21,2934.0,20.0,2021-02-19,Святогор,14,Ростов-на-Дону,ultra,6,0,199
21,3245.0,15.0,2021-03-19,Святогор,14,Ростов-на-Дону,ultra,6,0,199
21,3420.0,27.0,2021-04-24,Святогор,14,Ростов-на-Дону,ultra,6,0,199
21,3686.0,25.0,2021-06-25,Святогор,14,Ростов-на-Дону,ultra,6,0,199
21,3178.0,25.0,2021-09-17,Святогор,14,Ростов-на-Дону,ultra,6,0,199
21,517.0,15.0,2021-10-01,Святогор,14,Ростов-на-Дону,ultra,6,0,199
21,4031.0,30.0,2021-11-09,Святогор,14,Ростов-на-Дону,ultra,6,0,199
21,2700.0,23.0,2021-12-03,Святогор,14,Ростов-на-Дону,ultra,6,0,199
21,956.0,16.0,2021-12-13,Святогор,14,Ростов-на-Дону,ultra,6,0,199
22,3058.0,13.0,2021-01-14,Борис,19,Пятигорск,ultra,6,0,199
22,3024.0,20.0,2021-05-06,Борис,19,Пятигорск,ultra,6,0,199
22,3323.0,25.0,2021-06-28,Борис,19,Пятигорск,ultra,6,0,199
22,3543.0,27.0,2021-07-13,Борис,19,Пятигорск,ultra,6,0,199
22,3238.0,27.0,2021-09-25,Борис,19,Пятигорск,ultra,6,0,199
23,3383.0,17.0,2021-02-20,Игорь,25,Сочи,ultra,6,0,199
23,1251.0,14.0,2021-02-23,Игорь,25,Сочи,ultra,6,0,199
23,3711.0,18.0,2021-03-29,Игорь,25,Сочи,ultra,6,0,199
23,3708.0,19.0,2021-05-20,Игорь,25,Сочи,ultra,6,0,199
23,2085.0,11.0,2021-06-21,Игорь,25,Сочи,ultra,6,0,199
23,2876.0,19.0,2021-07-16,Игорь,25,Сочи,ultra,6,0,199
23,2826.0,21.0,2021-08-26,Игорь,25,Сочи,ultra,6,0,199
23,2837.0,21.0,2021-11-12,Игорь,25,Сочи,ultra,6,0,199
23,2694.0,22.0,2021-12-08,Игорь,25,Сочи,ultra,6,0,199
23,3274.0,14.0,2021-12-11,Игорь,25,Сочи,ultra,6,0,199
24,4381.0,15.0,2021-02-18,Вероника,27,Тюмень,ultra,6,0,199
24,3024.0,24.0,2021-02-19,Вероника,27,Тюмень,ultra,6,0,199
24,2846.0,11.0,2021-03-01,Вероника,27,Тюмень,ultra,6,0,199
24,2812.0,18.0,2021-03-14,Вероника,27,Тюмень,ultra,6,0,199
24,2862.0,21.0,2021-03-24,Вероника,27,Тюмень,ultra,6,0,199
24,409.0,11.0,2021-04-04,Вероника,27,Тюмень,ultra,6,0,199
24,3046.0,15.0,2021-06-11,Вероника,27,Тюмень,ultra,6,0,199
24,3695.0,24.0,2021-11-20,Вероника,27,Тюмень,ultra,6,0,199
25,3440.0,17.0,2021-01-26,Ростислав,26,Ростов-на-Дону,ultra,6,0,199
25,3330.0,17.0,2021-02-03,Ростислав,26,Ростов-на-Дону,ultra,6,0,199
25,2708.0,16.0,2021-03-22,Ростислав,26,Ростов-на-Дону,ultra,6,0,199
25,3381.0,14.0,2021-04-09,Ростислав,26,Ростов-на-Дону,ultra,6,0,199
25,3215.0,16.0,2021-06-15,Ростислав,26,Ростов-на-Дону,ultra,6,0,199
25,2906.0,19.0,2021-07-13,Ростислав,26,Ростов-на-Дону,ultra,6,0,199
25,1118.0,7.0,2021-07-28,Ростислав,26,Ростов-на-Дону,ultra,6,0,199
25,3469.0,19.0,2021-10-04,Ростислав,26,Ростов-на-Дону,ultra,6,0,199
25,2865.0,13.0,2021-10-20,Ростислав,26,Ростов-на-Дону,ultra,6,0,199
25,3461.0,20.0,2021-12-06,Ростислав,26,Ростов-на-Дону,ultra,6,0,199
25,3697.0,19.0,2021-12-08,Ростислав,26,Ростов-на-Дону,ultra,6,0,199
25,3530.0,29.0,2021-12-29,Ростислав,26,Ростов-на-Дону,ultra,6,0,199
26,4779.0,15.0,2021-01-04,Назар,21,Омск,ultra,6,0,199
26,1766.0,13.0,2021-01-22,Назар,21,Омск,ultra,6,0,199
26,3275.0,12.0,2021-02-25,Назар,21,Омск,ultra,6,0,199
26,2571.0,14.0,2021-04-13,Назар,21,Омск,ultra,6,0,199
26,3065.0,13.0,2021-04-22,Назар,21,Омск,ultra,6,0,199
26,3894.0,15.0,2021-05-23,Назар,21,Омск,ultra,6,0,199
26,3056.0,18.0,2021-06-08,Назар,21,Омск,ultra,6,0,199
26,3924.0,21.0,2021-06-19,Назар,21,Омск,ultra,6,0,199
26,2648.0,24.0,2021-11-22,Назар,21,Омск,ultra,6,0,199
26,3591.0,24.0,2021-12-30,Назар,21,Омск,ultra,6,0,199
27,2662.0,13.0,2021-05-07,Эдуард,20,Краснодар,ultra,6,0,199
27,2905.0,16.0,2021-05-11,Эдуард,20,Краснодар,ultra,6,0,199
27,3156.0,25.0,2021-06-27,Эдуард,20,Краснодар,ultra,6,0,199
27,3087.0,16.0,2021-07-12,Эдуард,20,Краснодар,ultra,6,0,199
27,3438.0,20.0,2021-08-17,Эдуард,20,Краснодар,ultra,6,0,199
27,4726.0,15.0,2021-11-29,Эдуард,20,Краснодар,ultra,6,0,199
27,3117.0,14.0,2021-12-24,Эдуард,20,Краснодар,ultra,6,0,199
28,3705.0,32.0,2021-04-16,Василий,19,Пятигорск,ultra,6,0,199
28,4572.0,20.0,2021-07-31,Василий,19,Пятигорск,ultra,6,0,199
28,3336.0,20.0,2021-08-03,Василий,19,Пятигорск,ultra,6,0,199
28,3732.0,34.0,2021-08-16,Василий,19,Пятигорск,ultra,6,0,199
28,2345.0,15.0,2021-08-30,Василий,19,Пятигорск,ultra,6,0,199
28,2389.0,13.0,2021-09-23,Василий,19,Пятигорск,ultra,6,0,199
28,1083.0,6.0,2021-11-09,Василий,19,Пятигорск,ultra,6,0,199
28,2806.0,21.0,2021-11-24,Василий,19,Пятигорск,ultra,6,0,199
28,2540.0,20.0,2021-12-26,Василий,19,Пятигорск,ultra,6,0,199
29,3716.0,23.0,2021-02-24,Денис,20,Омск,ultra,6,0,199
29,4155.0,14.0,2021-07-10,Денис,20,Омск,ultra,6,0,199
29,4017.0,18.0,2021-07-31,Денис,20,Омск,ultra,6,0,199
29,3586.0,19.0,2021-08-12,Денис,20,Омск,ultra,6,0,199
29,2617.0,22.0,2021-08-15,Денис,20,Омск,ultra,6,0,199
29,2890.0,18.0,2021-08-20,Денис,20,Омск,ultra,6,0,199
29,1269.0,9.0,2021-08-22,Денис,20,Омск,ultra,6,0,199
29,2956.0,22.0,2021-09-07,Денис,20,Омск,ultra,6,0,199
29,1335.0,11.0,2021-09-26,Денис,20,Омск,ultra,6,0,199
29,3846.0,13.0,2021-10-02,Денис,20,Омск,ultra,6,0,199
29,2888.0,16.0,2021-11-12,Денис,20,Омск,ultra,6,0,199
29,824.0,5.0,2021-11-21,Денис,20,Омск,ultra,6,0,199
29,3382.0,19.0,2021-11-24,Денис,20,Омск,ultra,6,0,199
30,3471.0,11.0,2021-01-22,Кира,29,Краснодар,ultra,6,0,199
30,4302.0,14.0,2021-01-28,Кира,29,Краснодар,ultra,6,0,199
30,4339.0,20.0,2021-04-11,Кира,29,Краснодар,ultra,6,0,199
30,2571.0,19.0,2021-04-20,Кира,29,Краснодар,ultra,6,0,199
30,3253.0,20.0,2021-07-17,Кира,29,Краснодар,ultra,6,0,199
30,2882.0,27.0,2021-09-08,Кира,29,Краснодар,ultra,6,0,199
30,3580.0,15.0,2021-09-19,Кира,29,Краснодар,ultra,6,0,199
30,3806.0,13.0,2021-10-01,Кира,29,Краснодар,ultra,6,0,199
30,4417.0,14.0,2021-10-11,Кира,29,Краснодар,ultra,6,0,199
30,3035.0,15.0,2021-10-21,Кира,29,Краснодар,ultra,6,0,199
30,4287.0,15.0,2021-12-25,Кира,29,Краснодар,ultra,6,0,199
30,3043.0,16.0,2021-12-26,Кира,29,Краснодар,ultra,6,0,199
30,2909.0,18.0,2021-12-29,Кира,29,Краснодар,ultra,6,0,199
31,2703.0,21.0,2021-02-11,Тамара,30,Ростов-на-Дону,ultra,6,0,199
31,2528.0,15.0,2021-03-06,Тамара,30,Ростов-на-Дону,ultra,6,0,199
31,3271.0,18.0,2021-06-02,Тамара,30,Ростов-на-Дону,ultra,6,0,199
31,4080.0,25.0,2021-06-10,Тамара,30,Ростов-на-Дону,ultra,6,0,199
31,3353.0,22.0,2021-07-15,Тамара,30,Ростов-на-Дону,ultra,6,0,199
31,3279.0,22.0,2021-08-18,Тамара,30,Ростов-на-Дону,ultra,6,0,199
31,3336.0,27.0,2021-08-27,Тамара,30,Ростов-на-Дону,ultra,6,0,199
31,3309.0,21.0,2021-08-29,Тамара,30,Ростов-на-Дону,ultra,6,0,199
32,3734.0,25.0,2021-01-25,Николай,24,Пятигорск,ultra,6,0,199
32,2982.0,17.0,2021-02-13,Николай,24,Пятигорск,ultra,6,0,199
32,2944.0,23.0,2021-05-01,Николай,24,Пятигорск,ultra,6,0,199
32,965.0,15.0,2021-05-06,Николай,24,Пятигорск,ultra,6,0,199
32,3358.0,27.0,2021-07-17,Николай,24,Пятигорск,ultra,6,0,199
32,4433.0,23.0,2021-10-19,Николай,24,Пятигорск,ultra,6,0,199
32,4045.0,26.0,2021-10-22,Николай,24,Пятигорск,ultra,6,0,199
32,2542.0,12.0,2021-10-31,Николай,24,Пятигорск,ultra,6,0,199
33,3103.0,25.0,2021-06-22,Эвелина,18,Сочи,ultra,6,0,199
33,3339.0,16.0,2021-08-15,Эвелина,18,Сочи,ultra,6,0,199
33,3972.0,13.0,2021-10-20,Эвелина,18,Сочи,ultra,6,0,199
33,3116.0,24.0,2021-11-13,Эвелина,18,Сочи,ultra,6,0,199
34,3459.0,17.0,2021-02-03,Федор,17,Краснодар,ultra,6,0,199
34,2914.0,17.0,2021-02-10,Федор,17,Краснодар,ultra,6,0,199
34,4039.0,22.0,2021-03-04,Федор,17,Краснодар,ultra,6,0,199
34,4062.0,15.0,2021-07-23,Федор,17,Краснодар,ultra,6,0,199
34,3033.0,15.0,2021-08-02,Федор,17,Краснодар,ultra,6,0,199
34,5027.0,25.0,2021-09-04,Федор,17,Краснодар,ultra,6,0,199
34,3167.0,18.0,2021-09-20,Федор,17,Краснодар,ultra,6,0,199
34,2950.0,24.0,2021-12-25,Федор,17,Краснодар,ultra,6,0,199
34,2641.0,21.0,2021-12-29,Федор,17,Краснодар,ultra,6,0,199
35,3357.0,15.0,2021-01-10,Руслан,12,Пятигорск,ultra,6,0,199
35,4014.0,27.0,2021-01-20,Руслан,12,Пятигорск,ultra,6,0,199
35,2336.0,15.0,2021-01-28,Руслан,12,Пятигорск,ultra,6,0,199
35,3190.0,13.0,2021-02-22,Руслан,12,Пятигорск,ultra,6,0,199
35,3475.0,22.0,2021-04-20,Руслан,12,Пятигорск,ultra,6,0,199
35,2784.0,17.0,2021-05-16,Руслан,12,Пятигорск,ultra,6,0,199
35,3332.0,19.0,2021-05-26,Руслан,12,Пятигорск,ultra,6,0,199
35,3237.0,21.0,2021-06-04,Руслан,12,Пятигорск,ultra,6,0,199
35,2964.0,23.0,2021-06-24,Руслан,12,Пятигорск,ultra,6,0,199
35,3274.0,22.0,2021-07-06,Руслан,12,Пятигорск,ultra,6,0,199
35,4225.0,21.0,2021-09-15,Руслан,12,Пятигорск,ultra,6,0,199
35,3608.0,22.0,2021-09-23,Руслан,12,Пятигорск,ultra,6,0,199
35,2929.0,11.0,2021-10-04,Руслан,12,Пятигорск,ultra,6,0,199
35,3369.0,17.0,2021-10-11,Руслан,12,Пятигорск,ultra,6,0,199
35,3056.0,20.0,2021-11-13,Руслан,12,Пятигорск,ultra,6,0,199
36,3118.0,21.0,2021-03-12,Иван,23,Пятигорск,ultra,6,0,199
